,business_id,Japanese,Mexican,Italian,American,Chinese,Thai,Creperies,French
55,1Df5WnLX3DqN6ymlhqznaQ,False,False,False,False,False,False,False,False
56,LPnGdeEJyMMO02e02PqZBA,False,False,False,True,False,False,False,False
57,WRQ-9LluyivReFiQZFUujw,False,False,False,False,False,False,False,False
58,AXyptrkdFAkZ608lOFIJYA,False,False,False,False,False,False,False,False
59,9YB4qqmyglww3bbW7i0kOA,True,False,False,False,False,False,False,False
60,f_eiOrEcMnkHB7GvQVOHkQ,False,False,False,True,False,False,False,False
61,74C1z6cqEdvJVgETTcEodw,False,False,True,False,False,False,False,False
62,2k01kgbLdNV9b19GrOqdNA,False,False,False,True,False,False,False,False
63,VONg0lyHm7fUdARWjkkjCQ,False,True,False,False,False,False,False,False
64,UED302E-B2OyVr0mssARnA,False,False,False,False,True,False,False,False
65,c5TOGBUCCUUNBPM7h_KbmQ,False,True,False,False,False,False,False,False
66,Yiw2jUJzUdFmglHZgj4RaQ,True,False,False,False,False,False,False,False
67,gc_GGat7TgNCmrgc4nVOgw,False,False,False,True,False,False,False,False
68,EwxhzR-VghhMsRObXLMitw,False,False,False,True,False,False,False,False
69,7wMCJ9NqL9eBEX4WdJWuIA,False,False,False,False,False,False,False,False
70,xDvl_i1g1HCJ4EmIRmwfqg,False,False,False,True,False,False,False,False
71,5qG4UHurI1yEozwn25WAFw,False,False,False,True,False,False,False,False
72,ewIXHLlaIfp9U3NrsgilVw,False,False,False,False,False,False,False,False
73,GjbF1ZEbIpC2KqUbZ7KQWQ,False,False,False,True,False,False,False,False
74,CCNp1qS8n2gh51X7Wadabw,False,True,False,False,False,False,False,False
75,rdE9gg0WB7Z8kRytIMSapg,False,False,False,True,False,False,False,False
76,VahVKCDFougCFlWH87OYZQ,False,False,False,True,False,False,False,False
77,w4yq1IRk0DHQE995giqjGg,False,False,True,False,False,False,False,False
78,oGYXSVs0ympLy0ur8Qnp7g,False,True,False,False,False,False,False,False
79,r-wz3rmeNGLBMOqtfXnxog,False,False,True,False,False,False,False,False
80,qsJkjQoM3Hdg6Gtqp2S9_w,False,False,False,False,False,True,False,False
81,XXW_OFaYQkkGOGniujZFHg,False,False,False,True,False,False,False,False
82,VUtazCTIc0aoOrQprP_s-Q,False,False,False,True,False,False,False,False
83,8lZtLSeJVg28Gb75iklmmQ,False,False,True,True,False,False,False,False
84,WgvJcTe_RdlIfnvxEzn2Mg,False,True,False,False,False,False,False,False
85,gHoP4eJimaMltfUlp6EP4Q,False,False,False,True,False,False,False,False
86,oDcTa97TuRsNVg8urdw6qA,False,False,False,True,False,False,False,False
87,Voy_shxcm2YnHQOtfUj1KQ,False,False,False,False,True,False,False,False
88,0G1y7uV7w1D2uziS4Lt_Dw,False,True,False,False,False,False,False,False
89,ZPwx7ktiVluGFVg0L05n5A,False,False,True,True,False,False,False,False
90,Suy2V5n_w8uzsXTdDdtCnA,False,False,False,True,False,False,False,False
91,a0v7Si0DK4cIko7AQY4YXg,False,False,False,True,False,False,False,False
92,uuGL8diLlHfeUeFuod3F-w,False,False,False,True,False,False,False,False
93,4aAf2nAr86lcDHzqWSaYuQ,False,False,False,True,False,False,False,False
94,Kbbm6Vd5UdbP10dwjBghRw,False,False,False,False,False,False,False,False
95,gOOfBSBZlffCkQ7dr7cpdw,False,True,False,True,False,False,False,False
96,SUd3IyEN7n5OYEGyt_U5lg,False,True,False,False,False,False,False,False
97,eJPckkV1k7gn0V2awA1pzA,False,True,False,True,False,False,False,False
98,LYWbyu1EQM2o5hwHG5_Ldg,False,False,False,False,False,False,False,False
99,AUl6myFhTAbEqt0GMdKHiw,False,True,False,False,False,False,False,False
100,6QUuDlLjNDQWFCbJ9--jsQ,False,False,False,False,True,False,False,False
101,9ae7asMUB-Fty3tw6m18qQ,False,False,False,False,False,False,False,False
102,gdb4gmSI5eJcuXLZ3BfgtA,False,False,False,False,True,True,False,False
103,zuwba6QEBIDZT0tJZmNhdQ,True,False,False,False,False,False,False,False
104,qG_WEgPa8MBo1dPUOkTMlw,False,False,False,False,False,False,False,False
105,lVfZ2AaYRYHCFenUMQna8g,False,True,False,False,False,False,False,False
106,2vr2yGIzSehe_ITFamNpyw,False,True,False,False,False,False,False,False
107,ujKxpaUmTUVpGRBFSvZfbg,False,False,False,True,False,False,False,False
108,mswelTP1cQiuAps2fSGuBw,False,True,False,True,False,False,False,False
109,L7SKlQ4hH12eIqmabXzE0Q,False,False,False,True,False,False,False,False
110,uKWh_n81PJY7XTjPQib_yw,False,False,False,True,False,False,False,False
111,8KEB1lcjKlIVSd6uA8JB9w,False,True,False,False,False,False,False,False
112,4UmjnX46qbhV6-D5W89IOQ,False,True,False,False,False,False,False,False
113,zPBccKsIHYtLUGFNYIi8Uw,False,False,False,False,True,False,False,False
114,N-L7ISdndWsIWdK0fn29wg,False,False,False,False,False,False,False,False
115,YBE7FO11s32f6BEpTAJ5Rw,False,False,False,True,False,False,False,False
116,OVTZNSkSfbl3gVB9XQIJfw,False,False,False,True,False,False,False,False
117,Os1n1_idfw9vv9kwULGJnQ,True,False,False,False,False,False,False,False
118,P2dFr-Jg1OUoNMikaCmLEQ,False,False,False,True,False,False,False,False
119,rvnTFEq7R2ZHg0_CYbBNFw,False,False,False,False,False,False,False,False
120,WMj5Uj04pAqFxLMnJQcQqw,False,False,False,False,True,False,False,False
121,2PS9kBbuJcmBhcNp-D62uA,True,False,False,False,False,False,False,False
122,Gyrez6K8f1AyR7dzW9fvAw,False,False,True,False,False,False,False,False
123,78hGCrQ6wLA2yh8zMywnmw,False,True,False,False,False,False,False,False
124,IMLrj2klosTFvPRLv56cng,False,False,False,True,False,False,False,False
125,QMPDsRxHmDtap9ECO1Uwjg,False,False,False,True,False,False,False,False
126,v2xh5qtrlRJSU3OnixJH2g,False,False,True,False,False,False,False,False
127,UeEzvTGkSyaHRvWTlZ1ISA,False,False,False,False,False,True,False,False
128,pH0BLkL4cbxKzu471VZnuA,True,False,False,False,True,False,False,False
129,pvzJ4ViI8bCgBnAAosLpFA,False,False,False,False,False,False,False,False
130,5WOE18ldtQ1U0MK5fN2HGQ,False,True,False,False,False,False,False,False
131,CLthP1yn32xlBswIbsLIjQ,False,True,False,False,False,False,False,False
132,vzrcPqSdRY41GoO5DR5pYA,False,False,False,True,False,False,False,False
133,zSc_PmocVDJEtQwin0ts2w,False,False,False,True,False,False,False,False
134,MYB1ZMspBk1Xc_awp_PtSw,False,False,False,True,False,False,False,False
135,P7Dqa0IbcFgRZ1aK7CPAOw,False,False,False,False,False,False,False,False
136,O7UMzd3i-Zk8dMeyY9ZwoA,False,False,False,True,False,False,False,False
137,7EZ4Eu7YJ1ltRCC5jXFJrQ,False,False,False,True,False,False,False,False
138,-9YyInW1wapzdNZrhQJ9dg,False,False,False,False,False,False,False,False
139,i3mZIwNi1EiJ7-1A8amoyw,False,False,False,False,False,False,False,True
140,M5Nvx_jkTf56Ne7tuXgCLQ,False,False,False,True,False,False,False,False
141,LPMZ9N1sAjs2nDx7DmiZ2w,False,False,False,True,False,False,False,False
142,ypfFfR3-PbtoslIhohNstw,False,False,False,False,False,False,False,False
143,ti1bb30WwnkDLuVvpTM6fQ,False,True,False,False,False,False,False,False
144,YILyHegzhy1vlc_LNVfObw,False,False,True,False,False,False,False,False
145,PBZyumZ_0vSijc2zODdqgQ,False,False,False,False,False,False,False,False
146,6xgcHeLad-VaoTIQewK84A,False,False,False,True,False,False,False,False
147,5gv6AqHXfi3gJV4fb432Vw,False,False,True,True,False,False,False,False
148,N6MzDoao6s68nAIW8vS9dQ,False,False,True,True,False,False,False,False
149,SVGApDPNdpFlEjwRQThCxA,False,True,False,False,False,False,False,False
150,7e3PZzUpG5FYOTGt3O3ePA,False,False,False,False,False,False,False,False
151,k1PkpDm5d5pYJI1K_3UYpw,False,False,False,True,False,False,False,False
152,Kx0MUrNQ737s-VVElk6Vig,False,True,False,False,False,False,False,False
153,r8Jr-7YfkhJL2nxk9lxUNg,False,True,False,False,False,False,False,False
154,dm6sO_Y8JdKTE1ZM955yug,False,False,False,False,False,True,False,False
155,z2CVPfaG8C_rydUZCcsqbw,True,False,False,False,False,False,False,False
156,puaFlVmeV5xsb9IdiqjC7w,False,False,False,False,False,False,False,False
157,wtcMoqKiaxkFPZj0BC9jlw,True,False,False,False,False,False,False,False
158,07gh-AImcEcWQ2bew-jprg,False,False,False,False,False,False,False,False
159,PLVJCN2p1MIkeDzIbAx9kA,False,False,False,True,False,False,False,False
160,lv5Bnqlt93NnvNJ2oNcQ8Q,False,True,False,False,False,False,False,False
161,WJWFSF3o83yl2jHDKbScJg,True,False,False,False,False,False,False,False
162,yNVcnSaMSrTmjJBMrHTy9w,False,False,True,False,False,False,False,False
163,UeMt6BCYA_ETI67HcYK7jQ,False,False,False,True,False,False,False,False
164,glkEaoxbewiSMBiXs945JA,False,False,False,True,False,False,False,False
165,H8qlBw1YaxMsItfz25-AyA,False,False,False,True,False,False,False,False
166,GscGQdN5p48OfiNXr4QKsw,False,False,False,False,False,False,False,False
167,eoyvbnRYQe-z85e8Rc6vAg,False,False,True,True,False,False,False,False
168,fsTyQVRjkR7tPGI_FzfCKA,False,False,False,False,False,False,False,False
169,2HxaDXZmAOH6LiuzGgNdPA,False,True,False,True,False,False,False,False
170,g8oxQ1Ji9mr9PMjhEfaWSg,False,False,False,True,False,False,False,False
171,sOYsxYYFl03PhHmz_rBDZQ,False,False,False,True,False,False,False,False
172,o1Pjim5n8xJjjAE_v4RiHA,False,True,False,False,False,False,False,False
173,9t8PEynZGVCG1EjOQr1xBA,False,True,False,False,False,False,False,False
174,FUhJLCocwgZEiVn1Wg1KSg,False,False,False,True,False,False,False,False
175,PEGtD36MLdfcsD2hc95Kiw,False,False,False,True,False,False,False,False
176,5Mp-PD_CUaPoJr6CP-WBdA,False,True,False,False,False,False,False,False
177,biSsdqExmdvIKiFuowOadg,False,False,False,True,False,False,False,False
178,XsSgv3vBOyOBXn3Co8EVIg,False,False,False,True,False,False,False,False
179,CtZ3HujCLTChyoad_L-nHA,False,False,False,True,False,False,False,False
180,XwJ6fZRVbxQYRsryy4-qDw,False,False,False,True,False,False,False,False
181,z9aXGRH8xtqpNDFE5_I3KA,False,False,False,True,False,False,False,False
182,n0bg7kf6HcpFchCtxJyc5A,False,False,False,False,True,False,False,False
183,EneqsOFGCK4KXofNHsc5aQ,False,False,False,True,False,False,False,False
184,kP17pirKRGLq-qZFDt-Uog,False,False,False,False,False,True,False,False
185,pzYqRsyspY-cy77cjdSWOg,False,False,False,False,True,False,False,False
186,x-HiCsQUNdtbghzW4_ra2Q,False,True,False,False,False,False,False,False
187,A4zLP5AyKEEHQr_dWEZKig,False,False,False,True,False,False,False,True
188,DW0ZvWuYaSvMcB_3LG5RGg,False,False,False,False,True,False,False,False
189,n8Zqqhff-2cxzWt_nwhU2Q,False,False,False,True,False,False,False,False
190,BhueLLvA0k9G1Lr0WeZX9w,False,False,False,True,False,False,False,False
191,Pwb0tGwDCa-Z7Eg2zqfhXg,False,False,True,True,False,False,False,False
192,gjCmXkMNVE0JSk8puUwv6g,False,False,False,True,False,False,False,True
193,HhVmDybpU7L50Kb5A0jXTg,False,False,False,True,False,False,False,False
194,6TvB1PZCY1Ap2S-yNJPs4w,False,False,False,True,False,False,False,False
195,hh-N1r9O1JpvzGw1mp0bKw,False,False,True,True,False,False,False,False
196,CgCujnZFGzsMPDVo4VNCLA,False,False,False,True,False,False,False,False
197,znWHLW1pt19HzW1VY6KfCA,False,False,False,True,False,False,False,False
198,JA5GJINnaQQxKfoTUOBAOQ,False,True,False,False,False,False,False,False
199,ZhLSAiRj9kANxf8m2SBfRA,False,False,False,False,False,True,False,False
200,jWHr_b19C1SjRvfI9jbdmQ,False,True,False,False,False,False,False,False
201,UGiMMw54qYxac0eE_cBbaA,False,True,False,True,False,False,False,False
202,isw3cS3hOKdKeBgi3lF3-A,False,False,False,True,False,False,False,False
203,ZxR9HNk0b7ZIq8kMiDEIDw,False,False,False,True,False,False,False,False
204,296PZdxSrtH08EUwCsOKMw,False,False,False,True,False,False,False,False
205,EMrghF81px-wnNqEYqA0Kw,False,False,False,True,False,False,False,False
206,jdAdf7keZac1idbgNKG2pw,False,False,False,True,False,False,False,False
207,vx4YAA02Qz6khRD1fZ1MFA,False,False,False,False,True,False,False,False
208,5n2dA_QqO4c_7pSK0Of6AQ,False,False,False,True,False,False,False,False
209,WP0M2cpWzhsMwk7kPtreRA,False,True,False,False,False,False,False,False
210,E96XW5-Me9nnBIkpg0nNBA,False,False,False,True,False,False,False,False
211,5JxlZaqCnk1MnbgRirs40Q,False,True,False,False,False,False,False,False
212,d1m5zVSka-rrNzfHpc1_Cg,False,False,False,False,False,False,False,False
213,X11JfeIVH9d6qMrDqA-N7A,False,False,False,True,False,False,False,False
214,I4Nr-MVc26qWr08-S3Q1ow,False,False,False,True,False,False,False,False
215,HykZIiaHS35N2c5_QHoClA,False,False,False,False,False,False,False,False
216,tpCALADHTuBaCJNgAluj2w,False,True,False,False,False,False,False,False
217,H5Y6o9H4rtxbHJFgLqI6Fw,False,False,False,True,False,False,False,False
218,XBikK0GMqJTF5d_bI3VSkA,False,True,False,False,False,False,False,False
219,dYMhfzyZyklXELmYq_wfKg,False,False,False,False,False,False,False,False
220,8yiLVWzJyyTEhYE0fVNvlA,False,False,True,False,False,False,False,False
221,86stmK3Vm2f5W6PdyvuLrQ,False,False,False,True,False,False,False,False
222,YRiQtFNteLUUEiGkdQ23vg,False,False,False,True,False,False,False,False
223,YRyYbOSwvHkZsZOLv98oQg,False,False,False,False,False,False,False,False
224,WDKTg468bkRPW0LqbAZfmg,False,False,False,True,False,False,False,False
225,YD0hmHv_DaREDENhTb2Pnw,False,True,False,False,False,False,False,False
226,FYqFfaxVRW6pdviONXIoDw,False,False,False,True,False,False,False,False
227,USMzHt3XL3nPXVVOfRw1-g,False,False,False,True,False,False,False,False
228,XX5DlErcTQ8qNb_seI_oBw,False,False,False,True,False,False,False,False
229,Lu4pQHQCRXI773PeP3PjTA,False,False,False,True,False,False,False,False
230,nW27OMU438BjZF64lj97sQ,False,False,False,False,False,False,False,False
231,fgA9aoU0gNK80hhXhiUpSQ,False,False,False,True,False,False,False,False
232,Cl-xl1vTUwHeaGgBxzdTRA,False,False,False,False,True,False,False,False
233,GxfgOFgUhv2rfr3FXVWfCg,False,False,True,True,False,False,False,False
234,M9zu5KTyVwVC-45Mn8Wp0g,False,False,False,False,True,False,False,False
235,4hG2j_ibsNblDgqei05U_g,True,False,False,False,False,False,False,False
236,EdY6q0CO2mlATpoTFkvHAw,False,False,False,False,True,False,False,False
237,6ANVuBMmpkXpFd5Hzkn4_Q,False,False,False,False,True,False,False,False
238,ibFdignja_hNpgCjDYP7Ug,False,True,False,False,False,False,False,False
239,stbX9rtRIpDF-VymOwHJ8w,False,False,False,True,False,False,False,False
240,X5uxdU9GHoUAqo2wmbg3OQ,False,False,False,False,True,True,False,False
241,QnfAHUr5-HTiaA5-va3glQ,False,False,True,True,False,False,False,False
242,cG6X1idjECJFYUJCAxKgUg,False,False,False,True,False,False,False,False
243,8pmGz3Lg4f_r7HdDZPa4dQ,False,False,True,True,False,False,False,False
244,N0apJkxIem2E8irTBRKnHw,False,False,False,True,False,False,False,False
245,yEyA7uILKG97qnyx3K2WAg,False,False,False,False,False,False,False,False
246,EUWBT5GDxPC95w9itZ1EHw,False,False,False,True,False,False,False,False
247,rx1AEnleVRWMNz6vB-YhfQ,False,False,False,False,True,False,False,False
248,grlL6zmHBOer9rPycsRhBA,True,False,False,False,False,False,False,False
249,-U7tvCtaraTQ9b0zBhpBMA,False,False,False,True,False,False,False,False
250,wZvSsHFU0NdyQ03625kh6g,False,False,False,False,True,False,False,False
251,mGCOI83lIiDfc4cEOtmZlQ,False,False,False,False,True,False,False,False
252,faPVqws-x-5k2CQKDNtHxw,False,False,False,True,False,False,False,False
253,uKlkVuZ5F8QoGbgVQKqH1A,False,False,False,True,False,False,False,False
254,VzekjBEdqFdJsXEOWInA1A,False,False,True,True,False,False,False,False
255,qmymSqVwHYRqdwfcBatzpQ,False,False,False,True,False,False,False,False
256,d_L-rfS1vT3JMzgCUGtiow,False,True,False,False,False,False,False,False
257,LtXy1VinKWfuLFslVarKRw,False,False,False,True,False,False,False,False
258,16Fplxu-OwVmTEFxQAUP4g,False,False,False,True,False,False,False,False
259,FgPANtTwZqXB-edLkZTXQg,False,True,False,False,False,False,False,False
260,2dCnTMv3Hh-fM8bOjYS4Xw,False,False,False,True,False,False,False,False
261,Ucsy6LjBYsfVwuGlSlfJog,False,False,False,True,False,False,False,False
262,rsWSdtHfGDT5thc7aDN6PA,False,False,False,True,False,False,False,False
263,WTt8_zwy4IXaB2QnuiQP1Q,False,False,False,True,False,False,False,False
264,w5LUtmw4G1KD7qAntqGd9w,True,False,False,False,False,False,False,False
265,6-lmL3sC-axuh8y1SPSiqg,False,True,False,False,False,False,False,False
266,Zx4iQCmQfAaXvwPc3TlF9Q,False,False,True,False,False,False,False,False
267,9UZbY3FxhpNZ8sVWcYON6A,False,False,False,True,False,False,False,False
268,jnroKk9qi0FR2bFSkxYZNg,False,False,False,False,True,False,False,False
269,6bVEM9jD-mpU4WNXcJ9tHA,False,False,True,True,False,False,False,False
270,vFfU79z5a5jQaQA_ka2ftA,False,False,False,True,False,False,False,False
271,rq5dgoksPHkJwJNQKlGQ7w,False,False,False,True,False,False,False,False
272,zBD6zc8YU-TA0_KJmN1tpA,False,False,True,True,False,False,False,False
273,679eSYC15Sc17TN9Djj8sg,False,False,False,True,False,False,False,False
274,3QQdF1RT43sVq2YxeE_iHw,False,False,False,True,False,False,False,False
275,NcrasPRJ3xm0K7JPxLFBGA,False,False,False,True,False,False,False,False
276,sYfHxCqHpIX2HnDhw0JRAA,True,False,False,False,False,False,False,False
277,ZMIcuo-aQja0ITk4-TU8Jg,False,False,True,True,False,False,False,False
278,8SWZLawwzqwzbXpGQS7gBw,False,False,False,True,False,False,False,False
279,3rj1qpgFvkRWtAka17mhEQ,False,False,False,True,False,False,False,True
280,cjlYcqxyqRBe_w3OgasPAw,False,False,False,False,False,False,False,False
281,gTw6PENNGl68ZPUpYWP50A,False,False,False,False,False,False,False,False
282,G1mPdGpIEr4UequrK94LNA,False,False,False,False,False,False,False,False
283,bQ_wtZvMb__OhprY5bF9aQ,False,False,False,False,False,False,False,False
284,I5TnTKHzJuLA0YLZPGCNwQ,True,False,False,False,False,False,False,False
285,WcGKG8_rDVBVx6lSTlWiDA,False,True,False,False,False,False,False,False
286,hPclwunHi36YV8cPghWJBg,False,False,False,False,False,True,False,False
287,Thx8WO-qqYJmEKssu4g9SA,True,False,False,False,False,False,False,False
288,0aw3HbxkZ4G7pkPYt10fhA,False,False,True,False,False,False,False,False
289,kc5JPu8lkg64yUbrheJxng,False,False,True,True,False,False,False,False
290,Rv1IiQaIIDunqzS8dSvHCw,False,False,False,False,False,True,False,False
291,vl2IZrNJEA8npSjqXbdwxw,False,False,False,True,False,False,False,False
292,u_yEzg8t42Yd8qT2yV7OrA,False,False,False,True,False,False,False,False
293,T-wer_1iIXs692gYrTriDg,False,True,False,False,False,False,False,False
294,C9ImzBi5fn742ZcAYDww2A,False,False,False,True,False,False,False,False
295,jtQARsP6P-LbkyjbO1qNGg,False,False,False,True,False,False,False,False
296,Q5sn7sP6v_lk3pxn0xVIlA,False,False,False,True,False,False,False,False
297,hIUKufhwR6Ifn7bi0-phLA,False,False,False,False,False,False,False,True
298,E_jLyf_YuGgMP_rw8tvNSA,False,False,True,True,False,False,False,False
299,k1q9f7aJ2TsoSbeA8Qm1aA,False,False,False,False,True,False,False,False
300,DiCfRiL3WX-vwkK85qrIjw,False,False,False,True,False,False,False,False
301,LrxDRg8SQdgHMoz3TSAYFg,False,False,False,False,False,False,False,False
302,JdoBiBRgeS_KKaNaU1sofA,False,False,False,False,True,False,False,False
303,WYxOAOMIBcnqf8QHfqaAIg,False,False,False,True,False,False,False,False
304,k8BqCejnaMlw7aoVthvqyw,False,False,True,False,False,False,False,False
305,E67gGK8yOn9kkNzx8FzQKA,False,False,False,True,False,False,False,False
306,nJcyfIRGbI31EGLzillWYg,False,False,False,True,False,False,False,False
307,2m4092MsMzEHkuxodaj6-g,True,False,False,False,True,False,False,False
308,RU3PsG2y_eGBFi_8jDqyQA,False,False,False,False,True,False,False,False
309,ppHkkuDvvH8g1Enz6F8OJA,False,False,False,True,False,False,False,False
310,wqaLf9ShvoJxr7NScUrUFg,False,False,False,True,False,False,False,False
311,bfp51Aaft7T3M9gQnVsI_g,False,False,False,False,False,False,False,False
312,WrHu03srbhJAw6bnTIixdw,True,False,False,False,False,False,False,False
313,2mfBO8iZ5E_ULmcxEXqOrw,False,False,False,True,False,False,False,False
314,Zdg1CnOe2zVDf5Egzf9RXw,False,False,False,True,False,False,False,False
315,MohTx0z3LnzAnr0bIsstHQ,False,False,False,True,False,False,False,False
316,Jjwa-WCK73efAwVZRksWSw,False,False,False,False,False,False,False,True
317,hQ8JN52MjxbMUPfuhyL7jQ,False,False,False,True,False,False,False,False
318,YkWT4n-pPDlPJKfkfXVL1w,False,False,False,True,False,False,False,False
319,MU1PQ5CWuV0OKKOeI7jx6Q,False,False,False,True,False,False,False,False
320,vAh6WNioOEw7G9tGhd_JQw,False,False,False,False,True,False,False,False
321,8-8btzuYZCqEVOPwk0YYfA,False,False,False,False,False,False,False,False
322,1Tak6Q-IlkDrdmLwrEZeSg,False,False,True,True,False,False,False,False
323,XKo3y41cF6euqS7I6AX_1Q,True,False,False,False,False,False,False,False
324,CVECSCW-7zDzjpIPxsew4g,False,True,False,False,False,False,False,False
325,y7Js-07RF8d3N_AEtaw2VQ,False,False,False,True,False,False,False,False
326,dWrezcuIAO-Ckx1W0gu5jg,False,False,True,True,False,False,False,False
327,82g1PwX5FvclqqdjJHcVNA,False,True,False,False,False,False,False,False
328,m_CqRpEZ2XDH3fp-KFAycQ,True,False,False,False,False,False,False,False
329,UCpUOtvqR-NBWBNVMzJleA,False,False,False,True,False,False,False,False
330,IuSx68tb7iZa-aAeknXp8A,False,False,False,False,False,False,False,False
331,1SE9f6TEV5XhnTuuK01xwA,False,False,False,True,False,False,False,False
332,fcUZ0HlaO1bMW26tzQZVOQ,False,False,False,True,False,False,False,False
333,UFcCwCkp9K5D8c03Pwi7sA,True,False,False,False,False,False,False,False
334,JPWg9acsCv_om9UFYGMJbA,False,False,False,False,False,False,False,False
335,6z3cgIE9dJ01wUm43f0yBQ,False,False,False,False,True,False,False,False
336,e-X1HcALttCuuHtl0wU_gg,False,True,False,False,False,False,False,False
337,44oDz7AKu9BBjmfAubTppg,True,False,False,False,False,False,False,False
338,RhV7sraRUB3km-gF-tmDow,False,True,False,False,False,False,False,False
339,J5ylw6DXGmQ6hM06Ne3XHw,False,False,False,True,False,False,False,False
340,LV-oONzEA22qiBEFK1sckA,False,False,False,True,False,False,False,False
341,ri8oXRCZSTswLuGjN4pqBg,False,False,False,False,False,False,False,False
342,KiTHWMK20GvgPvpHSzTHTg,False,True,False,False,False,False,False,False
343,glTBzDHv9wNhEsZa4bQrOA,False,False,False,True,False,False,False,False
344,SktLID5_ywSlgVE-h3NB3Q,False,False,False,False,True,False,False,False
